N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL;Clustering Time
-1;0;4.441915088569346;5.473978295418804;0.5414210185666446;25.332806227513483;3.951138776795327;0.8179154396057129;0.04314136505126953;44;0.09796953201293945
-2;0;3.852670231530691;4.318807905028242;0.19764749146992985;23.898661265164947;2.6683990527243133;1.2893452644348145;0.044107913970947266;21;0.08074760437011719
-2;1;4.652188695286448;5.277019186439537;0.16024938078110532;22.192054124820423;3.3095960523459036;0.3244047164916992;0.04944634437561035;120;0.1243143081665039
-3;0;3.6911767769639585;4.2427159552037;0.18404711588075545;22.652212514209015;2.738965825953765;1.443847417831421;0.04128599166870117;14;0.07654690742492676
-3;1;4.1550870171137255;4.808023847884211;0.12547116381992948;27.023490792395304;3.365643511033712;0.7428855895996094;0.04308748245239258;42;0.09525346755981445
-3;2;4.832539035031813;5.674483045529825;0.16200621998505735;43.95366453323086;4.185230027105556;0.21107006072998047;0.06541156768798828;194;0.18746685981750488
-4;0;3.7351029834014344;4.09750934982884;0.18404711588075545;14.266482243946722;2.2435180907068215;2.406609535217285;0.0454862117767334;10;0.0761876106262207
-4;1;3.9555269569203455;4.530338939542543;0.19764749146992985;21.737935924037977;3.1287093122810785;1.0805749893188477;0.04246234893798828;24;0.09052276611328125
-4;2;4.2203696631755445;5.077753222164299;0.20407130621178948;27.02064386226902;3.816510287009084;0.5949487686157227;0.05464911460876465;76;0.13982748985290527
-4;3;5.036864588137703;5.92364794589901;0.20052714950874642;28.48559039962834;4.3892339545944985;0.1870431900024414;0.08847880363464355;249;0.2723996639251709
-5;0;3.786328325886561;4.201276845520037;0.18404711588075545;16.012074730604887;2.458025069986693;2.2400217056274414;0.044114112854003906;9;0.07780623435974121
-5;1;3.812923097076092;4.171364263458879;0.18404711588075545;19.94936243159144;2.5173076299475166;1.3633460998535156;0.042403221130371094;16;0.08594441413879395
-5;2;3.9452799583213274;4.320166596033277;0.2940812865596505;24.31858427796909;2.6936380508805735;0.8419098854064941;0.04929757118225098;44;0.12219500541687012
-5;3;4.102721653273321;4.764202527058471;0.33386490097891286;31.947284105991532;3.4021679095265362;0.4530057907104492;0.06976795196533203;118;0.18367576599121094
-5;4;4.841278896341709;5.1766100451536845;0.12685374581963324;31.524979148769898;3.42673291252007;0.13770151138305664;0.11741900444030762;290;0.35129594802856445
-6;0;3.9242938019334255;4.244642774250036;0.19764749146992985;16.988178241241698;2.4407084379457;2.7302417755126953;0.04647397994995117;8;0.11077165603637695
-6;1;3.7607928041329015;4.2621518379510555;0.18404711588075545;19.700260669343255;2.6846205918760435;1.7460057735443115;0.04372549057006836;13;0.09572052955627441
-6;2;3.672115054055409;4.477786227387195;0.18404711588075545;40.58892409489571;4.166376628333607;1.1669878959655762;0.046979665756225586;25;0.0992729663848877
-6;3;3.958700257676789;4.609738502505344;0.19764749146992985;29.315487701343375;3.196252871817614;0.7235748767852783;0.058244943618774414;61;0.1419224739074707
-6;4;3.955769987948755;4.729438136235043;0.22721083688498234;36.49244648044996;3.789119534768286;0.34116315841674805;0.09027385711669922;152;0.24739813804626465
-6;5;4.744464859683482;5.280241030733191;0.12685374581963324;27.68438199578668;3.7983984319950594;0.12043166160583496;0.15328621864318848;324;0.4588432312011719
-7;0;3.7896066009332454;4.2070077248928115;0.18404711588075545;16.012074730604887;2.414032332299127;3.784473180770874;0.04810047149658203;5;0.07773542404174805
-7;1;3.7607928041329015;4.150937419484194;0.13208567799527934;19.700260669343255;2.4574273850356962;2.206523895263672;0.04416513442993164;10;0.08355927467346191
-7;2;3.6052574543219786;4.175080920351379;0.18404711588075545;16.397019490816756;2.59642150138139;1.3703522682189941;0.04413866996765137;15;0.0895843505859375
-7;3;3.8392275597838923;4.530329070509993;0.2940812865596505;16.702462185245704;2.9563243306001263;0.8665926456451416;0.05298662185668945;37;0.12081527709960938
-7;4;3.6819774955168394;4.542409264260614;0.19397040136241447;31.23589376156863;3.3417600925717097;0.5343043804168701;0.07434725761413574;86;0.20194768905639648
-7;5;4.573789376601308;5.493367874492457;0.12685374581963324;30.584103694027235;4.017154576862575;0.24074196815490723;0.12291431427001953;195;0.33759188652038574
-7;6;7.388679183860241;9.44254456347984;0.2474707502508914;40.59599708594582;7.258945059719068;0.11666345596313477;0.18774080276489258;337;0.5295588970184326
-8;0;3.824639974573553;4.129977194422752;0.18404711588075545;13.166941289669786;2.276770058143444;4.647360324859619;0.05202794075012207;5;0.07843136787414551
-8;1;3.8922478904809434;4.170057636988647;0.18404711588075545;15.110111579562268;2.2347682730245735;2.9550440311431885;0.046645402908325195;7;0.08105897903442383
-8;2;3.6879716507237377;4.246230688745082;0.18404711588075545;25.599105288155847;2.7682765240598584;1.6841378211975098;0.04602313041687012;14;0.09186577796936035
-8;3;3.883164537255637;4.488296623183301;0.1497144890943944;35.49259987873076;3.1439709711841948;1.1335759162902832;0.049893856048583984;24;0.10896801948547363
-8;4;3.8787261338972803;4.8192241866019465;0.19764749146992985;38.85317629699418;4.475123325546665;0.7730979919433594;0.06374740600585938;50;0.1526031494140625
-8;5;4.233818050480347;5.541025177210326;0.12685374581963324;43.2262904091957;5.15956807361916;0.43642711639404297;0.09206795692443848;104;0.24072480201721191
-8;6;6.802983073480876;8.503965582746977;0.12685374581963324;41.106805290987815;6.8330365734439695;0.18770837783813477;0.15557456016540527;219;0.4227182865142822
-8;7;8.16715067846106;10.598147445169543;0.12685374581963324;50.22733480759573;9.002866267497405;0.10925102233886719;0.22620892524719238;346;0.6249277591705322
