N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL
-11;0;3.738452924908861;4.090640677684721;0.18404711588075545;12.106710641155406;2.2544643800040878;5.2234046459198;0.06232309341430664;4
-11;1;3.738452924908861;4.10265755578159;0.19764749146992985;12.106710641155406;2.253917390797275;3.346626043319702;0.057016611099243164;5
-11;2;3.7896066009332454;4.102745728307542;0.18404711588075545;13.604728879116655;2.2498383085111;2.9262733459472656;0.05766582489013672;7
-11;3;3.824639974573553;4.210502542613532;0.18404711588075545;18.297417713727494;2.512735685832488;2.221479654312134;0.05891013145446777;10
-11;4;3.8448517294423095;4.276966842331577;0.19764749146992985;18.297417713727494;2.5769933810235446;1.3775112628936768;0.061673641204833984;17
-11;5;4.1915007991027995;4.65260948382618;0.1548860835435257;21.168914019895336;2.9083382372922015;0.9375298023223877;0.07068443298339844;29
-11;6;4.874750878310617;6.616703033776824;0.09107531284034452;40.05887151449143;6.471630802830522;0.5894532203674316;0.09261536598205566;54
-11;7;6.086409247483802;8.081268760318272;0.198341630994348;42.76652299242622;7.123690348305264;0.34535956382751465;0.13425087928771973;103
-11;8;8.498648826751591;11.645484792262437;0.5204894245501491;54.48505986995013;9.956943030049427;0.1705617904663086;0.22719049453735352;208
-11;9;14.960941331100393;15.63711565222441;0.14559344592327006;82.3308674454484;9.795542362703433;0.11371493339538574;0.298417329788208;290
-11;10;12.579552213556097;15.240811384356503;0.7761431659718022;77.8503277732686;11.059128831501768;0.09392166137695312;0.3548753261566162;352
-12;0;3.738452924908861;4.088200381448468;0.18404711588075545;12.106710641155406;2.253093885902883;5.2482380867004395;0.06497478485107422;4
-12;1;3.7030447033490197;4.099699957200635;0.19764749146992985;12.106710641155406;2.2478809063673033;3.342066526412964;0.05968046188354492;5
-12;2;3.7896066009332454;4.177701837124529;0.18404711588075545;18.297417713727494;2.50503270145034;2.944262742996216;0.05961155891418457;6
-12;3;3.724033392666422;4.123503895443653;0.13208567799527934;12.106710641155406;2.2730136182854577;2.3971774578094482;0.05956149101257324;8
-12;4;3.6879716507237377;4.121537684588555;0.09311975488951568;18.297417713727494;2.467758247718855;1.7202720642089844;0.0616152286529541;12
-12;5;3.843517494909044;4.254121663001512;0.1548860835435257;25.57968425734904;2.749729514856141;1.1270122528076172;0.07111549377441406;23
-12;6;4.77164417744124;6.158425466639728;0.12715570882834953;39.53867744054299;5.675412130724469;0.8643021583557129;0.08512091636657715;38
-12;7;5.480641052999742;7.427497532708762;0.21358310429307018;44.066870005220736;7.272437894177445;0.5342180728912354;0.11184978485107422;65
-12;8;7.520330161155828;9.726022616734783;0.32134013124168026;54.451996190489595;7.428197479368825;0.2552633285522461;0.17275547981262207;127
-12;9;13.002505059118883;14.540943009892997;0.32274388360672973;43.59371614708061;8.448403791906394;0.15990972518920898;0.25638437271118164;211
-12;10;12.055834723447568;14.992107455506103;0.7761431659718022;77.8503277732686;11.216624624258104;0.10837244987487793;0.3441894054412842;298
-12;11;13.180386867314507;16.09052234820797;0.6535103648478964;59.02514430523149;11.4019112009533;0.08251214027404785;0.3928182125091553;349
-13;0;3.7607928041329015;4.096514319996378;0.18404711588075545;12.106710641155406;2.250472397777705;5.356111764907837;0.06855893135070801;4
-13;1;3.738452924908861;4.087672074138395;0.19764749146992985;12.106710641155406;2.236579589686498;3.5769875049591064;0.06400418281555176;5
-13;2;3.7777328278345257;4.171281712411479;0.18404711588075545;19.597803929714054;2.530180763832799;3.4098846912384033;0.06509613990783691;6
-13;3;3.8827599063634106;4.52350531213999;0.18404711588075545;23.115361253310578;3.2538579538601433;2.6049625873565674;0.062451839447021484;7
-13;4;3.8846670977919007;4.304266330138379;0.13208567799527934;18.297417713727494;2.5730446042163253;2.0396671295166016;0.0648195743560791;10
-13;5;3.8490477401079657;4.401220554624431;0.19764749146992985;20.263739221171406;2.9071591756554245;1.4423551559448242;0.06935954093933105;16
-13;6;4.459865675947913;6.126428436236075;0.23597993613444107;44.2299191093378;6.13866152410628;0.9264628887176514;0.08148336410522461;28
-13;7;4.788211693240578;7.093353147436083;0.19489448987834604;42.94513780929463;8.09177542568674;0.7133183479309082;0.10213422775268555;46
-13;8;5.742238161868409;7.6713234282375655;0.23597993613444107;39.93057932932078;6.135829432458338;0.4007904529571533;0.15140509605407715;89
-13;9;11.735680833765723;13.754374572412997;0.5588462131352763;65.18002328413668;9.978981622577665;0.22466301918029785;0.20905518531799316;143
-13;10;11.225486056473471;14.397736942755273;0.6047416795948133;49.38772787107209;10.28082489946298;0.14045214653015137;0.31690287590026855;238
-13;11;14.300395759521074;16.89468018630061;1.1965336455662952;68.27938762203102;11.657577192455978;0.0956261157989502;0.38785481452941895;301
-13;12;15.694515657752696;20.378135506779063;1.4010504389376868;97.11689223908431;15.842179212880005;0.08500504493713379;0.4222378730773926;336
