N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C;CL Time
1;-1;2.4551871619084213;4.022574961589578;0.07399999999999807;75.80300525045163;4.967253942104072;24.385643243789673;2.1816599369049072;280;17.30673384666443
2;-1;1.872273484296565;3.269578154128754;0.07399999999999807;52.50000391247604;4.330328052202441;15.597682476043701;2.291842460632324;280;17.05887246131897
1;-2;1.8405586108570438;3.264517250654612;0.07399999999999807;45.081205174662315;4.239515594269029;28.75933003425598;2.2245290279388428;280;32.88263416290283
2;-2;1.4153547258549677;2.7473024905904007;0.06999999999999318;52.50000391247604;3.8595311057061013;22.309197902679443;2.3650612831115723;280;32.98150420188904
1;-3;1.5108226236060909;2.864550686585377;0.07399999999999807;65.61715107317598;4.0155545779415185;33.1645941734314;2.2925517559051514;280;53.592559576034546
2;-3;1.1768602295939803;2.4801351343263;0.06999999999999318;44.807015276628285;3.53004323518566;28.5629460811615;2.4295778274536133;280;53.47938251495361
1;-4;1.144510375662885;2.4974559503962968;0.0379999999999967;67.2756587800521;3.7264184206665045;37.958991289138794;2.367079734802246;280;79.14514112472534
2;-4;1.030871961011646;2.269644668915724;0.0379999999999967;44.807015276628285;3.4155101972348367;35.164934158325195;2.511343479156494;280;79.24412965774536
1;-5;1.0689246933250292;2.355924874942749;0.0379999999999967;67.2756587800521;3.6213584848664513;42.881298542022705;2.424427032470703;280;109.85197138786316
2;-5;0.9865596788841551;2.167722128616649;0.0379999999999967;44.807015276628285;3.245093526032932;41.00633525848389;2.5627310276031494;280;118.61215734481812
1;-6;1.032503753019814;2.2659647112870425;0.0379999999999967;67.2756587800521;3.5432213997391404;44.71214199066162;2.384242534637451;280;146.12252616882324
2;-6;0.9690954545347978;2.1337199910069935;0.0379999999999967;44.807015276628285;3.274788810144138;44.703263998031616;2.5483336448669434;280;145.4814112186432
1;-7;0.9898201856903149;2.1909228061012005;0.0379999999999967;67.2756587800521;3.533809917506066;48.734267473220825;2.423438787460327;280;189.5788745880127
2;-7;0.9470480452437461;2.0847523554038756;0.0379999999999967;44.807015276628285;3.1957662863836864;51.46112418174744;2.630552291870117;280;189.53425073623657
3;-1;1.5700665590986915;2.9357110980893575;0.06999999999999318;103.63533420624455;4.329451586312605;18.276736974716187;2.319432020187378;280;16.634559154510498
4;-1;1.3912311094854195;2.774494461645749;0.06999999999999318;103.63533420624455;4.329101425172419;22.050105094909668;2.402278184890747;280;16.483558177947998
5;-1;1.2505678710090071;2.6044039275408934;0.06999999999999318;103.63533420624455;4.111987196200766;26.68426275253296;2.4844138622283936;280;16.75449252128601
3;-2;1.2003953515404961;2.536220863946051;0.06999999999999318;103.63533420624455;3.956325775527543;26.567243576049805;2.4692070484161377;280;32.33861541748047
4;-2;1.1246795099049494;2.4417513364470977;0.06999999999999318;103.63533420624455;3.911059243792885;31.661064386367798;2.573354721069336;280;32.258934020996094
5;-2;1.0648009203602358;2.3252331531523027;0.0379999999999967;103.63533420624455;3.757371836971841;37.30281972885132;2.6986916065216064;280;32.483479261398315
3;-3;1.071675790526228;2.307656187941063;0.06999999999999318;103.63533420624455;3.663314547224497;33.43633580207825;2.5965545177459717;280;52.79330539703369
4;-3;1.035022705064966;2.263805340583915;0.06999999999999318;103.63533420624455;3.6940843494339375;39.7798285484314;2.6979568004608154;280;53.02513289451599
5;-3;0.9966528984556257;2.1947141306298654;0.0379999999999967;103.63533420624455;3.6402788714096257;46.99010252952576;2.802396774291992;280;53.04915928840637
3;-4;0.9817148262097246;2.1798030645377318;0.0379999999999967;78.76902795033085;3.536209662896;42.865546464920044;2.527111053466797;280;74.56866431236267
4;-4;0.9700046391641618;2.1452540315805226;0.0379999999999967;78.76902795033085;3.586868445364644;52.21122980117798;2.6490936279296875;280;74.46578764915466
