N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
1;-1;2.484207922054826;3.9969835949183796;0.07399999999999807;92.73662482261257;5.079175318096173;8.243188619613647;1.539710521697998;279
2;-1;2.0381413101156642;3.6016003280556674;0.07399999999999807;92.73662482261257;4.927046835006203;11.524178504943848;1.6994106769561768;279
1;-2;1.8809893673277385;3.3309298091535213;0.07399999999999807;92.73662482261257;4.598114523187692;12.392843961715698;1.5232148170471191;279
2;-2;1.5787922599252922;2.9938033410338716;0.025079872407961733;92.73662482261257;4.3738744761129285;17.384843826293945;1.722381591796875;279
1;-3;1.5209973701489388;2.9217484490187453;0.07399999999999807;92.73662482261257;4.253489965087442;16.48370623588562;1.546945333480835;279
2;-3;1.2789941360303472;2.6531859329475243;0.06999999999999318;92.73662482261257;4.044503882131022;23.015344381332397;1.7572846412658691;279
1;-4;1.1653737597869593;2.5492802180556966;0.0379999999999967;92.73662482261257;3.8408055447331013;21.123092651367188;1.5718727111816406;279
2;-4;1.0747562514356384;2.3666643126481284;0.0379999999999967;92.73662482261257;3.646694945235876;28.824828624725342;1.7745568752288818;279
1;-5;1.0826790844936416;2.4186361403038155;0.0379999999999967;92.73662482261257;3.764779039866007;25.743449211120605;1.598278522491455;279
2;-5;1.021980919587052;2.2703578136927303;0.0379999999999967;92.73662482261257;3.614950190086731;34.516860485076904;1.8012428283691406;279
3;-1;1.7627943725800805;3.2851903705976473;0.06999999999999318;92.73662482261257;4.785886747823019;14.532254695892334;1.8924376964569092;279
4;-1;1.6374104555669506;3.053094780097894;0.06999999999999318;92.73662482261257;4.484912283248306;16.928678274154663;2.0858283042907715;279
3;-2;1.3455876968819271;2.7437335237979794;0.025079872407961733;92.73662482261257;4.180469171924621;21.648637294769287;1.912259817123413;279
4;-2;1.2320105519028681;2.5852123631963084;0.025079872407961733;92.73662482261257;3.970899409016319;25.256051778793335;2.1263647079467773;279
3;-3;1.1281737454842653;2.476935914398107;0.06999999999999318;92.73662482261257;3.9394030504230098;28.302130222320557;1.9476864337921143;279
4;-3;1.0842882458092113;2.3838562974996935;0.06999999999999318;92.73662482261257;3.77524573260599;32.624168395996094;2.164553642272949;279
3;-4;1.0176566218523675;2.2650674017537953;0.0379999999999967;92.73662482261257;3.5902324400334664;35.43632745742798;2.0183119773864746;279
4;-4;0.9900772697118159;2.2004687320202923;0.0379999999999967;92.73662482261257;3.504069591681957;40.56770896911621;2.2439286708831787;279
3;-5;0.9791736311809065;2.1942788416629577;0.0379999999999967;92.73662482261257;3.544873527488054;42.47971773147583;2.060612201690674;279
4;-5;0.9625487000666537;2.141889838003131;0.0379999999999967;92.73662482261257;3.4529894925905475;49.05270981788635;2.272674083709717;279
