N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
2;-1;6.999437712020503;8.392151961519852;0.0783360611227175;42.829492586541775;6.163029114743182;2.848588466644287;0.12289118766784668;334
3;-1;7.407559115696445;8.497882212711321;0.0783360611227175;42.92833533382729;6.046440597270527;3.468388319015503;0.14586973190307617;334
2;-2;6.984871855795189;8.200654976315239;0.0783360611227175;40.86748194479477;5.993101867799868;2.684321880340576;0.11635375022888184;334
3;-2;7.10295675948146;8.299776000486244;0.0783360611227175;42.92833533382729;5.8454320558074455;3.281045913696289;0.12983417510986328;334
2;-3;6.949246095002609;8.183533869950645;0.1388604551357582;40.86748194479477;6.013214253533103;2.4850573539733887;0.11102581024169922;334
3;-3;6.965741900871819;8.21710797468428;0.20484519791540418;42.611942772672535;5.923122858071072;3.102503776550293;0.1291360855102539;334
2;-4;6.757004077783796;8.246892822220085;0.1388604551357582;40.86748194479477;6.113945914478551;2.328245162963867;0.10789132118225098;334
3;-4;7.01692196405866;8.179157383259145;0.20484519791540418;42.402259151857315;5.85932959439962;2.9228365421295166;0.12198734283447266;334
2;-5;7.021645870397572;8.354003893103004;0.1388604551357582;35.939485459042096;5.945324054334878;2.187373161315918;0.10406208038330078;334
3;-5;7.184708641353415;8.175745781724443;0.187891300763971;42.17352251054667;5.794763300449277;2.7214770317077637;0.11706018447875977;334
