N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL
-3;0;2.1876735791200934;2.4803937009522126;0.17176713370148555;7.800857468562827;1.407231788493662;7.355953693389893;0.10790753364562988;9
-3;1;2.286133484113822;2.5584896467705596;3.7482883349438396e-10;7.927152293626768;1.527045790329454;5.7968220710754395;0.13809776306152344;34
-3;2;2.931476671069892;4.427305202837321;0.0909090916363624;29.32608485009597;4.815072285640912;1.1573214530944824;0.15791773796081543;264
-4;0;2.2388933231242927;2.456531206679062;0.17176713355254078;7.800857468562827;1.378370767990677;9.55546760559082;0.12196588516235352;9
-4;1;2.2034761443720283;2.4673594287316516;0.1635164123046607;7.800857468562827;1.41404366966612;6.760096549987793;0.10495281219482422;13
-4;2;2.286507429329798;2.5516735632757483;1.8181722797468329e-10;8.031213987572137;1.5535920317504424;5.166991472244263;0.15094828605651855;72
-4;3;2.575225483434603;4.2432884410254825;0.20586719785111682;27.549355568902026;4.873904534283182;2.295623779296875;0.2538936138153076;415
-5;0;2.185116994617034;2.443007525927717;0.17176713358816975;7.800857468562827;1.3893717368511316;12.565690755844116;0.1120154857635498;6
-5;1;2.185116994617034;2.44597353737461;0.17176713358816975;7.800857468562827;1.3971493744625572;9.157756328582764;0.1259138584136963;9
-5;2;2.238537166084029;2.5110447095530946;0.14640545545454842;7.800857468562827;1.4280814138452818;6.397282361984253;0.11996746063232422;26
-5;3;2.1646156278790656;2.537803028256539;0.1522152499916746;12.643866635022102;1.6313875703869158;3.738884687423706;0.13388967514038086;108
-5;4;3.1119637169663426;6.149320867983995;0.1635164117149677;29.140742303430926;6.601315318229559;0.4847412109375;0.4097456932067871;561
-6;0;2.19895325883876;2.445024695965731;0.17176713358816975;7.800857468562827;1.385083675350536;14.373637676239014;0.13603973388671875;4
-6;1;2.2370409402819806;2.4891501134189844;0.17176713358816975;7.800857468562827;1.4207209501968254;11.201580286026001;0.1229088306427002;7
-6;2;2.19895325883876;2.4304217456114623;0.17176713370148555;7.800857468562827;1.394374065287036;8.258250713348389;0.12492585182189941;15
-6;3;2.4103527238979403;2.539582771307917;0.055496365454548176;7.008609967486431;1.3674865893442605;4.688281774520874;0.1399080753326416;45
-6;4;2.380727788191902;2.7628461734191445;0.055496365454544616;18.802375824710595;1.9930249408041492;2.3446245193481445;0.25587892532348633;182
-6;5;2.970194821699078;6.034186399292498;2.7273117100361766e-10;29.332200530162183;7.112471059160161;0.5296711921691895;0.6986227035522461;829
-7;0;2.19125089546963;2.4413526993895016;0.17176713358816975;7.800857468562827;1.386522681075364;15.0612051486969;0.1310429573059082;4
-7;1;2.19125089546963;2.449056346617837;0.17176713358816975;7.800857468562827;1.3885007190068968;12.34988784790039;0.11295819282531738;6
-7;2;2.2109613738172182;2.46431103540255;0.1635164123046607;7.800857468562827;1.4000405813346406;9.78537368774414;0.12892985343933105;11
-7;3;2.1796837899243307;2.440353006721623;0.17176713358816975;7.799163618181819;1.3940794667377854;7.101928949356079;0.13789010047912598;29
-7;4;2.205089890775316;2.4782159243763093;0.17176713358816975;7.715107534166226;1.3939418918989246;4.138630151748657;0.16988730430603027;73
-7;5;2.325319282574006;2.7962326686994103;0.12632181709091128;29.140742303430926;2.416240327308816;2.0037150382995605;0.3279604911804199;279
-7;6;6.283052776432182;9.580014651463904;0.17176713370148555;29.69289567593191;8.192217212163149;0.34151434898376465;1.0406837463378906;1061
-8;0;2.19125089546963;2.4365852021721337;0.17176713358816975;7.800857468562827;1.3900549219103278;15.661744117736816;0.16516757011413574;4
-8;1;2.204965279962853;2.4496981296672047;0.17176713358816975;7.800857468562827;1.3880548512517172;14.394699096679688;0.13994884490966797;4
-8;2;2.19125089546963;2.4395042759435412;0.17176713358816975;7.800857468562827;1.3837280947502404;11.367406606674194;0.14699029922485352;9
-8;3;2.186206677724237;2.446439002309717;0.10938310953306002;7.800857468560935;1.367821736070188;8.39607310295105;0.15100812911987305;17
-8;4;2.1830871526328437;2.403789011382765;0.08318377713618533;7.800857468562827;1.3726336274796311;5.5618298053741455;0.13489294052124023;29
-8;5;2.270860993132721;2.461465791974848;0.1663675535662017;15.799027947864028;1.5228164571683782;3.433997631072998;0.23688793182373047;116
-8;6;2.523546628225268;3.5935840009437245;0.08127745909090581;29.177175424923966;4.1231614381131445;1.565000057220459;0.5168185234069824;387
-8;7;4.5286752707056355;8.670533957137685;0.09090909090909352;29.177175424923966;8.202939385130469;0.6445980072021484;1.4877657890319824;1323
-9;0;2.19125089546963;2.439413331270905;0.17176713358816975;7.800857468562827;1.387039831838801;17.934282302856445;0.14331960678100586;3
-9;1;2.204965279962853;2.4441453930106376;0.17176713358816975;7.800857468562827;1.389432176527171;15.251070499420166;0.13811063766479492;4
-9;2;2.2109613738172182;2.4522552331301526;0.17176713358816975;7.800857468562827;1.3743446147457745;12.950584650039673;0.13890862464904785;4
-9;3;2.2109613738172182;2.438942856347624;0.17176713358816975;7.800857468562827;1.3680081729014095;10.584847450256348;0.1379694938659668;10
-9;4;2.1622378683832366;2.40873804789861;0.16255492000000515;7.800857468562827;1.3616760931629266;7.820441007614136;0.14997577667236328;20
-9;5;2.2698135513728666;2.4740883980836474;0.17176713358816975;7.896767931329191;1.4256280597784117;4.454471111297607;0.16388940811157227;52
-9;6;2.4147048457373486;2.5692095686739616;0.17176712933690513;7.51913568416147;1.4930228456363983;3.152160882949829;0.36981701850891113;156
-9;7;2.709980924418032;3.9005210053084483;0.09090909145454695;29.177175424923966;4.4242839160875;1.232118844985962;0.7737066745758057;531
