N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL;Clustering Time
-9;8;2.5363323102865802;2.7938229226691194;0.0;10.378356805596974;1.6474898141579453;0.16186070442199707;1.71504545211792;1641;7.268878221511841
-10;0;2.19125089546963;2.439490731948405;0.17176713358816975;7.800857468562827;1.3867107166857306;18.13527536392212;0.12633132934570312;3;0.19268059730529785
-10;1;2.19125089546963;2.437007168652859;0.17176713358816975;7.800857468562827;1.3882952005736253;15.492836236953735;0.1212015151977539;4;0.18079638481140137
-10;2;2.227180827081697;2.4437171287233905;0.17176713358816975;7.800857468562827;1.3812647020063615;13.426276922225952;0.11338376998901367;4;0.1796879768371582
-10;3;2.238893322874571;2.4491277553768653;0.17176713358816975;7.800857468562827;1.3701326060837398;10.850039720535278;0.11646866798400879;9;0.21124815940856934
-10;4;2.2146037065072197;2.4345701894509224;0.17176713358816975;7.800857468562827;1.3779430442657405;8.331742286682129;0.11226153373718262;16;0.23946905136108398
-10;5;2.19125089546963;2.4316807289502864;0.17176713358816975;7.800857468562827;1.3785975298461386;5.571813344955444;0.12417888641357422;34;0.3324108123779297
-10;6;2.32972934436053;2.519399855741886;0.17176713358816975;8.597261798181819;1.454682562605671;3.4689815044403076;0.18347716331481934;85;0.5874354839324951
-10;7;2.4257025952830027;2.559918255927533;0.12632181618181804;7.800857468562828;1.4535813244284148;1.732651710510254;0.3877291679382324;256;1.4415531158447266
-10;8;2.506483331583868;2.606995370749733;0.0;7.242960299730235;1.507676321929774;0.6355211734771729;0.9494462013244629;740;3.794623613357544
-10;9;2.4348581589076472;2.7305976042512077;0.0;7.981942221834675;1.6202857974205778;0.19815444946289062;2.2391579151153564;1916;9.563662767410278
-11;0;2.19125089546963;2.439490731948405;0.17176713358816975;7.800857468562827;1.3867107166857306;19.005735397338867;0.12856125831604004;3;0.18076205253601074
-11;1;2.19125089546963;2.4368005711499574;0.17176713358816975;7.800857468562827;1.3884373324950472;16.710845708847046;0.1226041316986084;4;0.2174379825592041
-11;2;2.204965279962853;2.444469968813142;0.17176713358816975;7.800857468562827;1.3887169265677162;14.174295902252197;0.11709976196289062;4;0.17938828468322754
-11;3;2.19895325883876;2.439322435228008;0.17176713358816975;7.800857468562827;1.392700035494585;12.260991334915161;0.12027812004089355;8;0.2056572437286377
-11;4;2.147946835801734;2.4304509928935114;0.17176713358816975;7.800857468562827;1.3929776453036677;9.89200735092163;0.10943174362182617;8;0.21282720565795898
-11;5;2.179373139200637;2.400346875606104;0.17176713358816975;7.800857468562827;1.378312803221689;6.885856628417969;0.11628031730651855;20;0.2705419063568115
-11;6;2.1987476656573843;2.4358251832391318;0.16255491909091546;7.89676793132919;1.4029157184661185;4.581899166107178;0.14678430557250977;46;0.42376208305358887
-11;7;2.3046377865752614;2.457811020545389;0.035412725818181556;7.093837242489833;1.3403558303120098;2.6624324321746826;0.23787283897399902;116;0.8185291290283203
-11;8;2.370938028558523;2.5031569243285317;0.2154438903473553;7.891747047162796;1.391218627527383;1.3916141986846924;0.5358350276947021;327;1.9858381748199463
-11;9;2.589926122172101;2.6944785762754755;0.0;7.306487818097524;1.5336138203153373;0.5103485584259033;1.358246088027954;966;5.6132848262786865
-11;10;2.6418642349920676;2.8613030128314705;0.0;9.074226074826447;1.6368517848272786;0.16660141944885254;2.8716917037963867;2169;12.17328667640686
-12;0;2.19895325883876;2.439706527086012;0.17176713358816975;7.800857468562827;1.3871595269919303;19.936177968978882;0.12825512886047363;3;0.18410515785217285
-12;1;2.19895325883876;2.4414006474792385;0.17176713358816975;7.800857468562827;1.387715225804319;17.842273712158203;0.12157511711120605;3;0.17629265785217285
-12;2;2.19125089546963;2.439831577496071;0.17176713358816975;7.800857468562827;1.3885405569888631;15.304753303527832;0.12159395217895508;4;0.18401217460632324
-12;3;2.2577631327068914;2.456481962295454;0.17176713358816975;7.800857468562827;1.388304026315715;12.727131128311157;0.11965179443359375;7;0.21159076690673828
-12;4;2.2388933231242927;2.4569508200034993;0.0831837750113593;7.800857468562827;1.402394971602741;10.980038404464722;0.11356210708618164;8;0.20682621002197266
-12;5;2.18216359611526;2.414627204335932;0.12632181727272854;7.800857468562827;1.374720543633784;7.856101989746094;0.11802482604980469;15;0.261397123336792
-12;6;2.206442370715278;2.410050435862074;0.09709615344596859;7.800857468562827;1.3811663464750006;6.091806888580322;0.13926005363464355;32;0.3718149662017822
-12;7;2.1319373774181365;2.358217611529211;0.12632181654545604;7.800857468562827;1.3694590370443263;3.953113555908203;0.16891098022460938;58;0.5243964195251465
-12;8;2.3467945076561563;2.4813196387673444;0.1635164123046607;7.800857468562827;1.3351067950316806;2.1850078105926514;0.3258953094482422;159;1.1753199100494385
-12;9;2.4417989843773897;2.5532070476244986;0.12632181909090967;7.800857468562827;1.4373884314682606;1.043018102645874;0.7823872566223145;452;3.075146198272705
-12;10;2.440450869852643;2.6537021536585232;0.0;7.779079980000001;1.5798546283798907;0.40808606147766113;1.7845673561096191;1127;7.384059429168701
-12;11;2.5204703012252057;2.7460693732824466;0.0;8.77907998;1.6536020816483192;0.17524313926696777;3.4550018310546875;2314;14.706074714660645
-13;0;2.19125089546963;2.438891069563035;0.17176713358816975;7.800857468562827;1.387318942736592;22.910492181777954;0.13322710990905762;3;0.17733144760131836
-13;1;2.19125089546963;2.4398846755498584;0.17176713358816975;7.800857468562827;1.3857039666649433;19.010682106018066;0.12420034408569336;3;0.18312716484069824
-13;2;2.19895325883876;2.4360264714086597;0.17176713358816975;7.800857468562827;1.382355968763907;17.847480535507202;0.12392902374267578;4;0.18502044677734375
-13;3;2.2109613738172182;2.442274690680353;0.17176713358816975;7.800857468562827;1.3885251229950417;14.540866613388062;0.12043952941894531;5;0.1945648193359375
-13;4;2.2736974114759354;2.476577980476312;0.17176713358816975;7.800857468562827;1.3951854741957654;11.174864292144775;0.1183922290802002;8;0.21522831916809082
-13;5;2.228422987015353;2.4546233792597554;0.17176713358816975;7.800857468562827;1.3810432867105473;9.125552415847778;0.11880636215209961;12;0.28766417503356934
-13;6;2.27208971784677;2.446933314771641;0.09709615344596859;7.800857468562827;1.3839631780703996;6.692690372467041;0.12193751335144043;19;0.29995274543762207
-13;7;2.2001821552576164;2.42011206448984;0.09090909090909349;7.800857468562827;1.4108522977056173;4.894524335861206;0.15368223190307617;40;0.4404025077819824
-13;8;2.276074492982224;2.501766665410048;0.18181818218181967;7.805936814354755;1.4077130983083355;3.3182249069213867;0.23704075813293457;84;0.7716042995452881
-13;9;2.4448679553697232;2.5416606129016475;0.05549636454545137;7.8900727090909095;1.3746824924502505;1.7772173881530762;0.45948028564453125;210;1.6699845790863037
-13;10;2.4392994107761896;2.547280741835453;0.0;7.225803316039163;1.4362451973430275;0.8056025505065918;1.0992743968963623;591;4.344334125518799
-13;11;2.504263788388523;2.6738530536709444;0.0;10.412476673382157;1.62142648887138;0.3338313102722168;2.3381338119506836;1345;9.649021863937378
-13;12;2.446684371216652;2.754930642960547;0.0;9.77907998;1.6923638694355319;0.12703275680541992;4.1599953174591064;2453;17.409658193588257
