"N","Ts","Median","Average","Minimum","Maximum","Standard Deviation","KNN Time","CI Time","N#C","CL Time"
1,-1,"5.252685793266091","6.2447757535407495","0.4661715656626136","25.296326770685855","4.226396525792806","0.5796196460723877","0.03096294403076172",44,"3.2851808071136475"
1,-2,"4.661502659708399","5.755612201409986","0.22932533891138315","25.020436520886328","4.238008955108628","0.6400146484375","0.03165268898010254",44,"6.722095251083374"
1,-3,"4.388639191743084","5.436872746952103","0.22932533891138315","25.807725663661955","4.033670946087271","0.7262649536132812","0.03225588798522949",44,"11.063463687896729"
1,-4,"4.2605792430735026","5.108997644357834","0.22932533891138315","26.38333656061593","3.748016840202217","0.7458157539367676","0.032212257385253906",44,"16.150421857833862"
1,-5,"4.12053993087684","4.812280717776847","0.22932533891138315","23.758727322442084","3.45800599027016","0.7925641536712646","0.03275942802429199",44,"22.25246500968933"
1,-6,"3.949281707677444","4.627298646870514","0.07159919439214858","23.758727322442084","3.3424648068122513","0.8757178783416748","0.03338766098022461",44,"29.162156343460083"
1,-7,"3.94269957599899","4.4860506924425705","0.07159919439214858","23.758727322442084","3.087009267910967","0.9437217712402344","0.03273510932922363",44,"36.904977321624756"
1,-8,"3.9501764567013575","4.33803147228312","0.07159919439214858","23.758727322442084","2.938825672431098","1.0199739933013916","0.03326988220214844",44,"45.55538296699524"
1,-9,"3.9213471325457196","4.272467135682259","0.07159919439214858","23.758727322442084","2.8353995025007204","1.0855319499969482","0.033696889877319336",44,"54.55365443229675"
1,-10,"3.788233633751198","4.2313883063163225","0.2940812865596505","23.758727322442084","2.8660649329675594","1.1631293296813965","0.034398794174194336",44,"64.52600598335266"
2,-1,"4.843183254960893","5.774268309093249","0.33864840044958266","26.430754111680056","3.964952254809889","0.37619781494140625","0.033800601959228516",44,"3.22868013381958"
3,-1,"4.572094954369738","5.486304211301183","0.3999065359226543","25.226853071563173","3.8033246370058422","0.47653889656066895","0.03730034828186035",44,"3.1759164333343506"
4,-1,"4.358092236345657","5.271647487273525","0.4612515443830167","23.40494036703887","3.6542890237852603","0.5837969779968262","0.0379791259765625",44,"3.2013440132141113"
2,-2,"4.4860756478580734","5.167661851646246","0.3576064923248024","25.985848229273287","3.6146365708434756","0.5022239685058594","0.032639265060424805",44,"6.610457420349121"
3,-2,"4.166780955601404","4.838960965604118","0.12604499598276422","25.226853071563173","3.330246441009728","0.6363122463226318","0.03531622886657715",44,"6.5965516567230225"
4,-2,"3.9475693181188176","4.569214002170998","0.12604499598276422","23.40494036703887","2.986377280559995","0.8104753494262695","0.03746795654296875",44,"6.598789215087891"
2,-3,"4.161708880194692","4.614526312787141","0.06274347466088523","24.600240955673158","2.96919384315242","0.6337747573852539","0.03374314308166504",44,"10.950306177139282"
3,-3,"3.7921482748897293","4.3901273218239645","0.39019854854732483","22.925539061325242","2.922838039755326","0.8058314323425293","0.036746978759765625",44,"11.006205320358276"
4,-3,"3.750533861145821","4.2297384481862865","0.4637412886045519","21.57942974620944","2.66927061485949","1.0570518970489502","0.03975176811218262",44,"10.967530727386475"
2,-4,"3.952337648952505","4.39009769311115","0.44732803357637996","24.600240955673158","2.8593572166718255","0.7561407089233398","0.03494691848754883",44,"16.23947310447693"
3,-4,"3.6161369377404746","4.19968225255202","0.24319277460221533","22.973867885660173","2.8235008627615295","0.9874846935272217","0.0384366512298584",44,"16.257692575454712"
4,-4,"3.6862183289715977","4.098785610492251","0.24319277460221533","21.543665015800343","2.5057827569126396","1.2845582962036133","0.04230022430419922",44,"16.259337902069092"
2,-5,"3.8898974105128916","4.371107785025176","0.23689050722026947","24.12801145813422","2.6804010510258545","0.8833465576171875","0.03612017631530762",44,"22.34550905227661"
3,-5,"3.656731240456116","4.182833096816378","0.18404711588075545","22.973867885660173","2.7280662613600093","1.149106502532959","0.03997302055358887",44,"22.35898447036743"
4,-5,"3.7483042168778935","4.1492980285540435","0.18404711588075545","21.543665015800343","2.4742190602714618","1.492199182510376","0.04438018798828125",44,"22.37586498260498"
2,-6,"3.802840414568743","4.263852739328709","0.11067280332314355","24.12801145813422","2.556113809779477","1.014209270477295","0.03740119934082031",44,"29.32630228996277"
3,-6,"3.6751131865125863","4.2217044797703815","0.18404711588075545","22.973867885660173","2.638198225178765","1.316441535949707","0.041702985763549805",44,"29.299572467803955"
4,-6,"3.780862917196972","4.180508490171711","0.18404711588075545","19.907113828925066","2.3936233900683543","1.7015166282653809","0.04726815223693848",44,"29.368972063064575"
2,-7,"3.7920379661873405","4.131587199875576","0.3832234428231658","20.601762569520492","2.424438263540158","1.163069248199463","0.03867316246032715",44,"37.052618980407715"
3,-7,"3.704128779364528","4.075315663916831","0.18404711588075545","20.202902727465215","2.4782429868003577","1.457531452178955","0.043149709701538086",44,"37.00052452087402"
4,-7,"3.7323520326051978","4.0599073330338395","0.18404711588075545","16.86192891795271","2.2757064287890145","1.890671968460083","0.04863381385803223",44,"37.02085590362549"
2,-8,"3.7835328386296228","4.063388830485131","0.2940812865596505","20.3796898174829","2.3844294799433707","1.282515048980713","0.03987717628479004",44,"45.52488040924072"
3,-8,"3.621409192519586","4.038469456732849","0.18404711588075545","20.202902727465215","2.530850414519971","1.607215404510498","0.04520225524902344",44,"45.50966930389404"
4,-8,"3.7143776741803105","4.067994854108884","0.18404711588075545","16.86192891795271","2.33901749686673","2.07493257522583","0.05113077163696289",44,"45.56994080543518"
2,-9,"3.7528052797009113","4.005921513126566","0.2940812865596505","20.72655291638115","2.3373159265800676","1.3514657020568848","0.04045271873474121",44,"54.75478911399841"
