N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
-6;3;6.8347212758750935;8.0494043612049;0.4219216670485118;36.047263419883905;6.391802534772314;0.9684600830078125;0.2316148281097412;319
-6;4;8.871137365498932;16.851261528351763;0.25764866097070893;54.525190387012856;16.631367407724444;0.6614313125610352;0.30464768409729004;785
-6;5;12.307342636289036;17.383026117360366;0.6244457262244623;54.62551287347331;15.4717683086191;0.24176549911499023;0.5293500423431396;2402
-7;0;5.589389365080816;8.074381052738323;0.6050422635031542;41.7761884059942;7.69531295605882;16.39697265625;0.23330974578857422;48
-7;1;5.6373944174463;6.874521398441538;0.6050422635031542;23.430993892918842;4.2964679075443435;3.281175136566162;0.22266173362731934;69
-7;2;4.909332877643379;6.3954126621491705;0.6244457262244623;23.430993892918842;4.516185283509602;3.202028512954712;0.22107148170471191;96
-7;3;7.269716844145167;6.999390383223734;0.461199773010574;23.430993892918842;4.249019638478387;1.599025011062622;0.2349870204925537;158
-7;4;6.050198649537988;7.739918967434765;0.6244457262244623;31.096882596029623;5.673042431864003;0.917473316192627;0.2748897075653076;391
-7;5;9.630611701003726;16.841173340876747;0.37029047803717885;54.62551287347331;16.51907459769029;0.4373807907104492;0.4020214080810547;1076
-7;6;11.174801215344356;17.009814199014652;0.6187399180996771;53.09705611594678;15.524395797927006;0.20424985885620117;0.7729237079620361;3167
-8;0;5.416221378588283;6.1434561684973445;0.6050422635031542;17.25249110798929;3.4742820251976787;11.95108437538147;0.25505900382995605;41
-8;1;5.6586419352614294;7.12017674450769;0.6050422635031542;22.937932762634144;4.557864326231179;4.23370885848999;0.2502477169036865;59
-8;2;5.416221378588283;6.789737089061603;0.5412853036985215;21.821034627080586;4.178487889291588;2.920156240463257;0.2480483055114746;71
-8;3;5.862756697010216;7.250861490260704;0.6244457262244623;45.4715967997675;5.837444434187568;1.9254441261291504;0.25517868995666504;115
-8;4;7.92841945440604;8.094384185058132;0.6244457262244623;25.251239205284566;5.149242121607449;1.4446206092834473;0.2788691520690918;221
-8;5;6.6605916062660455;7.556543864156303;0.27876876618444296;27.025416231958854;5.130851448033362;0.8965163230895996;0.347912073135376;536
-8;6;11.391270294897375;16.683743120258274;0.2699141727012513;52.872925810528265;15.057384686232389;0.4360237121582031;0.515855073928833;1301
-8;7;12.46198317881175;16.949958019350827;0.7062778295401717;59.087193150086485;14.714408255788808;0.2247939109802246;1.0125007629394531;3564
-9;0;5.622438842244928;6.817866535806244;0.6050422635031542;28.065310068180697;4.852829503182715;12.31436014175415;0.278522253036499;38
-9;1;5.589389365080816;6.408265320193199;0.6050422635031542;17.60081977891938;3.7730943242164794;10.672682285308838;0.2806856632232666;49
-9;2;5.833868770237476;7.4658434279717545;0.6050422635031542;21.821034627080586;4.688685391187233;2.856868267059326;0.27973008155822754;61
-9;3;5.786716534153722;6.902925397945241;0.5412853036985215;39.22845939493418;4.5935219998806245;2.756843328475952;0.27994394302368164;84
-9;4;5.614421916626267;7.100066972516372;0.6112009019136031;25.063150873655626;4.96847352127225;1.6973328590393066;0.293931245803833;146
-9;5;7.5492833652893765;8.261726544477108;0.14662354219224188;25.063150873655626;5.564084925546112;1.1825838088989258;0.3575732707977295;330
-9;6;8.502996483940805;8.626061245132531;0.2999022694979121;26.975653503309704;5.353160427337073;0.6177787780761719;0.42670202255249023;655
-9;7;11.77040280514792;15.056967602779565;0.34830249155726684;39.83671325395867;11.99148382305703;0.3030974864959717;0.6377062797546387;1516
-9;8;11.382887133328506;18.557447877316488;0.4963804897706956;121.43417387313178;17.417006290001954;0.16419172286987305;1.1723151206970215;3575
-10;0;5.791623602075914;6.919273607125602;0.7534647511662435;28.065310068180697;4.741652067254461;12.306452512741089;0.30888843536376953;38
-10;1;5.227289572375937;6.5291307534376815;0.6050422635031542;28.065310068180697;4.397369261141618;11.421854734420776;0.31530261039733887;44
