N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
-1;0;5.567614389980974;8.305992167108952;5.587935447692871e-09;77.21327081564777;9.057658586448603;9.0634024143219;0.44493842124938965;246
-2;0;5.377377147853249;8.227545151167549;5.587935447692871e-09;191.50640814343413;10.781693186636796;16.165321588516235;0.49393796920776367;110
-2;1;5.514924813533958;8.27359363092838;5.587935447692871e-09;77.21327081564777;9.159323637605306;8.10468602180481;0.8042283058166504;892
-3;0;5.447911958178498;8.268738156757856;0.0;191.50640814343413;10.250145715273765;34.22003674507141;0.6161460876464844;68
-3;1;5.456217544637186;8.345125661156265;5.587935447692871e-09;77.21327081564777;9.24489941615718;11.981269836425781;0.5611968040466309;228
-3;2;13.900257710857659;21.980299188312436;0.10139825250515852;332.6618548933909;31.815089772674643;2.2446203231811523;1.2322077751159668;1648
-4;0;5.3585031682063855;8.30471952367218;0.0;147.63445614326616;9.960064570639059;42.47870135307312;0.6385953426361084;54
-4;1;5.42970588790251;8.186288897093576;0.0;77.21327081564777;9.069255197549918;27.27805209159851;0.6063282489776611;110
-4;2;9.592936265774448;15.22348142756399;6.51925802230835e-09;328.5881666337446;22.468405365814483;7.898425102233887;0.881589412689209;572
-4;3;22.61300767221197;47.66698303594926;0.0;360.777996320647;62.47019658811605;3.2741448879241943;2.3429951667785645;2820
-5;0;5.4498560963742175;8.278843740613508;0.0;88.51858953857057;9.258785420754961;55.067824363708496;0.6941478252410889;40
-5;1;5.324553724303487;8.214514886152902;0.0;92.54322625581237;9.159699026759311;34.27043914794922;0.6245212554931641;70
-5;2;7.934807230866877;11.348623065070557;5.587935447692871e-09;153.90627632764762;12.11571145512759;14.499932527542114;0.7456545829772949;271
-5;3;12.499070366221575;32.81519247190607;0.0;374.74530679134017;52.88664189865159;6.373598098754883;1.3178319931030273;925
-5;4;37.930509631731915;71.93996456306965;0.0;418.98786468622546;90.03045581707558;1.4327054023742676;3.676668405532837;3891
-6;0;5.4053476903535405;8.258336015981074;0.0;77.21327081564777;9.128722148547416;64.49815702438354;0.6989996433258057;36
-6;1;5.377377147853249;8.305171922241646;0.0;92.7055324362007;9.558039381593831;47.11718511581421;0.6592273712158203;52
-6;2;7.290670133941121;10.896046080204389;5.587935447692871e-09;165.89267761583855;12.033522008431195;22.89276123046875;0.7346162796020508;168
-6;3;9.852004743617092;21.63312540030588;0.23351039700896178;373.61822946682224;42.293424715332556;13.608952522277832;1.0320332050323486;436
-6;4;18.213634315846424;52.03664172332655;0.0;419.0873351729393;84.00911196145869;4.5062644481658936;2.029883623123169;1429
-6;5;54.87258374118175;109.83065154637693;0.2992142305250242;408.558485145499;126.47067941114655;1.864792823791504;5.554802417755127;4877
-7;0;5.456217544637186;8.354639591966967;0.0;77.21327081564777;9.344302206236499;80.42955255508423;0.7544357776641846;31
-7;1;5.377377147853249;8.303741160074058;0.0;90.60225901279969;9.375957563317844;53.49840474128723;0.6537647247314453;47
-7;2;7.062248659640698;10.666727750372777;5.587935447692871e-09;203.5497056803783;12.267676232524146;32.791839838027954;0.7272889614105225;125
-7;3;9.49615569186958;16.554861001961896;2.7939677238464355e-09;374.9984172648997;25.801414081023935;19.806642055511475;0.9442081451416016;275
-7;4;11.714209527012649;31.856203475687977;0.0;419.55921093848747;63.44411760651803;9.350594520568848;1.5239553451538086;710
-7;5;28.466834696842017;97.78833853512869;0.26335972757409626;405.9639401380581;125.85408665804074;4.265400171279907;3.078296661376953;1930
-7;6;99.22821096199226;137.3081162424376;0.7460760623343109;409.27674967622806;122.19991061329839;1.3505311012268066;8.229673385620117;5917
