N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C;Clustering Time
-7;5;29.408846864359937;98.2669867789202;0.19247740869843233;405.9639401380581;126.53105571406775;4.818077087402344;3.2315280437469482;1995;43.10542440414429
-7;6;93.73365232181402;132.79536059187902;0.7374508421074717;410.0207620415836;120.49908082720687;1.4486918449401855;8.265585899353027;5979;122.27338409423828
-8;0;5.447911958178498;8.334123135779137;0.0;92.54322625581237;9.518748087158146;89.55152153968811;0.6294281482696533;27;3.5238959789276123
-8;1;5.3468221093504305;8.413081787717015;0.0;92.94167626812495;9.808963247382097;62.42046356201172;0.6096076965332031;43;3.7654526233673096
-8;2;6.770774656533495;10.3764488074421;5.587935447692871e-09;178.94155560273057;12.27640427213483;41.2592191696167;0.6795940399169922;93;4.953260898590088
-8;3;8.13187595579796;13.545837128949085;0.16159034689852733;284.5013498913649;23.14075800905493;26.965002059936523;0.8572640419006348;197;7.410375118255615
-8;4;10.383418255906841;31.774195979048244;0.0;414.939729017792;60.94576383388616;15.434195280075073;1.2986221313476562;451;13.269495248794556
-8;5;18.494418352473197;68.61181486138344;0.19247740869843233;409.3537168415468;106.41611799941701;8.312235593795776;2.190340995788574;991;25.889960765838623
-8;6;58.253791097451156;115.27543744198162;0.5723926832358748;411.1197206352843;122.55832039897882;3.488107681274414;4.55706000328064;2568;62.50306844711304
-8;7;44.284208470026094;73.44064141008707;0.708753506406003;404.66578010186214;84.26014349645595;1.5310139656066895;11.557650327682495;6963;162.296692609787
-9;0;5.4498560963742175;8.35989557589312;0.0;90.02696808610132;9.561812259858453;104.73290038108826;0.7153046131134033;26;3.5256683826446533
-9;1;5.4498560963742175;8.390493261978783;0.0;91.40656747124258;9.692008930166882;74.69914507865906;0.6356582641601562;37;3.728834390640259
-9;2;6.303250043950077;10.135242500599349;0.0;86.66312892006009;11.895338260679827;49.27890348434448;0.6715729236602783;74;4.803001880645752
-9;3;8.256933272994495;13.30715051071761;0.17354537684047966;236.52798454589808;21.092532471876233;34.45256733894348;0.8672771453857422;160;7.390467643737793
-9;4;9.44382592837638;20.7987778608199;0.050313714439572735;419.55921093848747;46.19626888611241;21.540579319000244;1.1804888248443604;323;11.548773288726807
-9;5;15.6188236300375;65.79433954388413;0.19247740869843233;410.39763195635715;108.57864012125823;12.349821329116821;1.8120155334472656;641;20.285181999206543
-9;6;29.53873861975041;97.57315661883518;0.26335972757409626;411.0248570470328;116.12481977786236;6.57382607460022;3.2418179512023926;1389;40.19988822937012
-9;7;23.245635591011027;50.46241152880206;0.20022505427453477;385.48658775071686;68.46534952415527;2.8766610622406006;6.463563442230225;3174;87.21588397026062
-9;8;76.63614020084161;115.96367696561968;0.46235599015514134;410.33826289210316;110.74418179313086;1.0546252727508545;15.39004635810852;7850;209.4507191181183
-10;0;5.4053476903535405;8.394973808947276;0.0;91.40656747124258;9.771758891111904;115.13033032417297;0.7753548622131348;24;3.4318606853485107
-10;1;5.377377147853249;8.285418895898585;0.0;85.70325694439154;9.392217036818986;80.39563155174255;0.6481575965881348;34;3.882389545440674
-10;2;6.524281050592561;10.332484454319644;0.0;230.44822124746523;13.577771761619642;56.06698250770569;0.6975622177124023;66;4.830211162567139
-10;3;7.811175148919053;12.315154880248572;0.10982888633983412;206.7722615424725;17.90903119823619;43.3603618144989;0.8472092151641846;132;6.917308330535889
-10;4;8.680003035213895;18.375341980571918;1.3969838619232178e-08;419.55921093848747;45.96851390159605;28.413217306137085;1.126011848449707;255;10.575618028640747
-10;5;13.677365145059978;48.5907207067595;0.19247740869843233;409.3593038073364;88.3487672416288;18.136626482009888;1.5803241729736328;445;16.68387269973755
-10;6;21.385869364108075;88.21017553237637;0.26335972757409626;411.0248570470328;115.87913548443652;10.443624496459961;2.6441688537597656;900;30.497812271118164
-10;7;15.418137958561429;35.86809798103895;0.26789433110417327;403.79055284581045;57.05793998254225;5.627939462661743;4.531141996383667;1772;57.173067808151245
