N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
1;-1;10.079310492290622;11.607265658736157;0.5890916736807674;49.717179598426746;8.252301001615352;0.21229934692382812;0.132551908493042;174
2;-1;10.453363419386939;11.854283855116279;0.5220153254455335;50.401364567340835;8.1869817637943;0.2598278522491455;0.21296262741088867;174
3;-1;10.204142737143561;11.696340633104409;0.5220153254455335;50.401364567340835;7.847757740346083;0.2859182357788086;0.29627346992492676;174
4;-1;9.911308137677901;11.55681175245499;0.4;56.127983664567886;7.72589131285826;0.3085818290710449;0.40418028831481934;174
1;-2;8.803466873908237;10.24199284385028;0.17478629808996193;45.905609994857926;7.163753015507998;0.2358560562133789;0.1194767951965332;174
2;-2;8.850988645343518;10.332496325055095;0.17478629808996193;45.905609994857926;7.200588882534677;0.29460883140563965;0.2037668228149414;174
3;-2;8.809683819524965;10.100390530071412;0.17478629808996193;45.905609994857926;6.924361071064056;0.34247684478759766;0.2920670509338379;174
4;-2;8.716220511207828;10.05352825567944;0.17478629808996193;44.60550446974005;6.915950471590404;0.36773014068603516;0.3928561210632324;174
1;-3;8.327006004561309;9.70284876821453;0.27095029525726244;54.88072446578021;7.280375231302109;0.2646520137786865;0.11569857597351074;174
2;-3;8.308671915535006;9.613211755522903;0.27095029525726244;54.88072446578021;7.056246781933318;0.34016847610473633;0.19914031028747559;174
3;-3;8.162805209539707;9.357962116954566;0.26925824035671464;54.88072446578021;6.828007228934002;0.4168436527252197;0.298107385635376;174
4;-3;8.031004233593697;9.230986540306672;0.26925824035671464;53.580654947056715;6.580732797220802;0.6303403377532959;0.5092811584472656;174
1;-4;7.870802309802977;9.027194322808944;0.1732887763243642;45.24922683317362;6.328844549054025;0.32636237144470215;0.12368011474609375;174
2;-4;7.870802309802977;8.89465629629913;0.1732887763243642;45.24922683317362;6.217478388789307;0.4889218807220459;0.23927688598632812;174
3;-4;7.673493337457186;8.684648796286183;0.1732887763243642;45.24922683317362;6.084008685598421;0.6349563598632812;0.3597371578216553;174
4;-4;7.470107094279166;8.553001063101435;0.1732887763243642;43.929699851011954;5.8694594348033595;0.6671619415283203;0.46686530113220215;174
1;-5;7.337372077249459;8.484332974948321;0.1732887763243642;53.95955244671698;6.2306311594870945;0.40394139289855957;0.1317598819732666;174
2;-5;7.326834241335056;8.350288449455407;0.1732887763243642;53.95955244671698;5.993604412655618;0.599982500076294;0.2487795352935791;174
3;-5;7.106562499725158;8.196923976317194;0.1732887763243642;53.95955244671698;5.882409875778632;0.5688388347625732;0.2935054302215576;174
4;-5;6.961501274868805;8.006596329612194;0.1732887763243642;53.95955244671698;5.657954116959281;0.7368237972259521;0.4500236511230469;174
5;-1;9.347192091746061;11.271242225665514;0.4;56.32476399473414;7.707005481051895;0.3449280261993408;0.5365467071533203;174
6;-1;9.362825428256155;11.390032499204398;0.4949747468305913;56.32476399473414;7.763651425569751;0.38538527488708496;0.6428511142730713;174
7;-1;9.207362760313067;11.127483490672724;0.4949747468305913;56.32476399473414;7.595136626560009;0.4140958786010742;0.7505338191986084;174
8;-1;9.227269368561858;11.245302256431062;0.4949747468305913;81.79846981492074;7.963161042488835;0.4525771141052246;0.8698849678039551;174
9;-1;9.108761112247935;11.094512284866795;0.42936646643630255;81.79846981492074;8.073283775357154;0.4906649589538574;0.9963014125823975;174
5;-2;8.240359761563822;9.650701783881434;0.17478629808996193;54.67702926275347;6.706154894321328;0.4280359745025635;0.5150303840637207;174
6;-2;8.28078874564493;9.669103550647051;0.43011626335213793;54.67702926275347;6.6501574182512835;0.4698176383972168;0.6242632865905762;174
7;-2;8.171444180804261;9.497940936007598;0.43011626335213793;54.67702926275347;6.551149281620819;0.5145871639251709;0.7370243072509766;174
8;-2;8.15837171254166;9.598151092181533;0.43011626335213793;69.90524679163931;6.931898888655118;0.5371372699737549;0.832634449005127;174
9;-2;7.896615034304254;9.390456375261904;0.32015621187163534;69.90524679163931;6.854960022141738;0.6447110176086426;1.0086333751678467;174
5;-3;7.570695976097595;8.775144328526093;0.2694541936953252;53.580654947056715;6.074148020504663;0.5509016513824463;0.5354981422424316;174
6;-3;7.310268736510322;8.692790802662728;0.2694541936953252;46.98139578865234;6.096785917337326;0.756044864654541;0.7566912174224854;174
7;-3;7.209195516838202;8.554913639835469;0.2694541936953252;46.98139578865234;5.9292105273114055;0.9023616313934326;0.9042589664459229;174
