N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C;CL Time
5;-9;5.702370472005488;6.299626162237661;0.1732887763243784;26.1202034639855;3.8950231948604523;2.8306431770324707;0.2873082160949707;178;1.4083774089813232
6;-9;5.7760280470233285;6.354604691355899;0.1732887763243784;26.1202034639855;3.9632429626308068;2.4766104221343994;0.29155588150024414;178;1.4066612720489502
7;-9;5.783028104937748;6.344819820231965;0.1732887763243784;46.59504833134096;4.117428898278794;2.352715015411377;0.30136799812316895;178;1.4058165550231934
8;-9;5.718568789478712;6.307343159425582;0.1732887763243784;30.236724839175288;3.9388357799515736;2.205148458480835;0.3054993152618408;178;1.4067790508270264
9;-9;5.667541706948431;6.260492174165308;0.1732887763243784;30.236724839175288;3.86908993434314;2.188711643218994;0.3097677230834961;178;1.4065091609954834
5;-10;5.685068161420766;6.2472536436098665;0.1732887763243784;26.1202034639855;3.884994901215097;2.906916856765747;0.2864036560058594;178;1.587653636932373
6;-10;5.680008802810077;6.253288238606714;0.1732887763243784;26.1202034639855;3.885567859345966;2.581846237182617;0.29268503189086914;178;1.5937016010284424
7;-10;5.685068161420766;6.272034731065974;0.1732887763243784;53.87996871751134;4.1360478588967275;2.4395601749420166;0.29990673065185547;178;1.5932018756866455
8;-10;5.680008802810073;6.247123917644315;0.1732887763243784;31.036503169654917;3.897601177232346;2.3143768310546875;0.3060290813446045;178;1.5873913764953613
9;-10;5.574271252818605;6.225198220121927;0.1732887763243784;31.036503169654917;3.8408708953243575;2.3142733573913574;0.31220340728759766;178;1.5900723934173584
1;-11;5.612931497889499;6.312935270918605;0.1732887763243784;24.39648599696275;3.9792570499333015;7.3740434646606445;0.29369258880615234;178;1.971858263015747
2;-11;5.718568789478712;6.298659910561595;0.1732887763243784;29.28880381647568;3.9738817955551027;5.410532236099243;0.2764279842376709;178;1.8971824645996094
3;-11;5.68586308861726;6.274943962125945;0.1732887763243784;26.1202034639855;3.8790401027651185;4.34177041053772;0.2750270366668701;178;1.88539457321167
4;-11;5.574271252818605;6.247535820433222;0.1732887763243784;26.1202034639855;3.8820169964284066;3.5034332275390625;0.28357625007629395;178;1.882016658782959
5;-11;5.680008802810077;6.232914180894843;0.1732887763243784;26.1202034639855;3.814474554662208;3.1083459854125977;0.28848814964294434;178;1.881312608718872
6;-11;5.68586308861726;6.242873121685817;0.1732887763243784;26.1202034639855;3.8132450830146434;2.775207281112671;0.29614686965942383;178;1.9348137378692627
