N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
6;-1;2.2864112695522962;2.59465161142972;0.035412725818181556;7.9129327151626105;1.4942628316967426;4.493618011474609;0.10626530647277832;35
7;-1;2.2596442875469136;2.569405604493093;0.03541272581818511;7.891747047160921;1.4891093286482895;5.306826114654541;0.1298384666442871;35
8;-1;2.2596442875469136;2.5590891576375707;0.03541272581818511;7.891747047160921;1.467173143821875;5.557630300521851;0.13223528861999512;35
9;-1;2.284713687981095;2.558535505890977;0.03541272581818511;7.891747047160921;1.4636495175198412;6.290579795837402;0.14908719062805176;35
6;-2;2.2522384062830767;2.529611080521059;0.05549636454545137;8.022261091866863;1.4659695469169116;6.632624387741089;0.1399097442626953;35
7;-2;2.2522384062830767;2.5227794389209675;3.7482883349438396e-10;8.022261091866863;1.4507531732196233;7.565144777297974;0.16208720207214355;35
8;-2;2.2522384062830767;2.5228410296449764;0.05549636454545137;7.891747047162796;1.440509259643273;8.25025987625122;0.18419122695922852;35
9;-2;2.2232411101603895;2.520285291629185;0.08318377624792918;7.891747047162796;1.4484252774273563;9.195756673812866;0.20726823806762695;35
6;-3;2.2196559245794383;2.5186135878616316;3.7482883349438396e-10;7.800857468562828;1.4438107192304799;8.496039390563965;0.17562627792358398;35
7;-3;2.2259429024792095;2.5075109717645674;3.7482883349438396e-10;7.800857468562828;1.4373538875552456;9.550897359848022;0.20299935340881348;35
8;-3;2.217930553279774;2.509897084935795;0.05549636454545137;7.800857468562828;1.4342175358011142;10.403743982315063;0.23166847229003906;35
9;-3;2.2109613738172182;2.498670515476538;0.17176713358816975;7.800857468562828;1.4258095567606537;11.663246393203735;0.2637951374053955;35
6;-4;2.2109613738172182;2.4882750225288914;0.09090909145454695;7.800857468560935;1.4289922519031155;10.226522445678711;0.20964455604553223;35
7;-4;2.197262916593723;2.483508569686443;0.09090909145454695;7.800857468560935;1.4247724091280478;11.463048696517944;0.24466562271118164;35
8;-4;2.204965279962853;2.472932708548181;0.17176713358816975;7.800857468560935;1.41518785440407;12.343527793884277;0.27930331230163574;35
9;-4;2.2109613738172182;2.4682840805206503;0.17176713358816975;7.800857468560935;1.4062864242631574;13.799140453338623;0.319019079208374;35
6;-5;2.224726910882465;2.476979566741937;0.17176713358816975;7.800857468562827;1.4079184036828414;11.67516565322876;0.24238181114196777;35
7;-5;2.204965279962853;2.4686808262131086;0.17176713358816975;7.800857468562827;1.4051194557156907;13.059299945831299;0.28144288063049316;35
8;-5;2.204965279962853;2.457882837597589;0.17176713358816975;7.800857468562827;1.3989001140417152;14.237844944000244;0.32410120964050293;35
9;-5;2.195773780460682;2.45004545038038;0.17176713358816975;7.800857468562827;1.3944248080180497;15.790328025817871;0.36052966117858887;35
