N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
1;-1;2.587012222183517;2.8627811124986913;0.09090909254545565;8.001516696937513;1.6151244676375718;1.182133674621582;0.04365396499633789;35
2;-1;2.564945908363368;2.835039619627837;0.24447442368420919;8.108933101479838;1.6033061612248078;1.613260269165039;0.05318617820739746;35
3;-1;2.4573680315421034;2.7509263107447155;0.3487887731711543;8.108933101479838;1.5373659375765725;2.4870307445526123;0.06309223175048828;35
4;-1;2.410819345384053;2.702238274646848;0.2713178370770937;8.598798435136649;1.5189128937999044;2.9466640949249268;0.07317709922790527;35
5;-1;2.3264175762562465;2.6362896334500387;0.035412725818181556;8.598798435136649;1.5046075504311665;4.194446563720703;0.09098100662231445;35
1;-2;2.476000695875185;2.787119851013175;0.16636755379397447;7.799163618181819;1.5810730819943741;1.9340033531188965;0.04774785041809082;35
2;-2;2.467600591311313;2.746292620012657;0.16636755379397447;7.799163618181818;1.5423121618525202;2.4954941272735596;0.06117105484008789;35
3;-2;2.2899640530474272;2.578830188021222;0.16636755379397447;7.890072709090909;1.482433124949164;3.8459081649780273;0.07995080947875977;35
4;-2;2.358191832560806;2.5944242143414673;0.08318377624792918;8.507905763591769;1.48698559021451;4.450658082962036;0.09600543975830078;35
5;-2;2.272940233916942;2.5374215265488567;0.08318377624792918;8.022261091866863;1.4663985232437027;6.366363525390625;0.12124776840209961;35
1;-3;2.408929860624804;2.6762415875205843;3.7482883349438396e-10;8.199824126737587;1.5708202635028798;2.6709787845611572;0.05329298973083496;35
2;-3;2.3748732004209288;2.6345446867137365;3.7482883349438396e-10;7.800857468560935;1.5275805855205353;3.3337466716766357;0.07129883766174316;35
3;-3;2.3115975897271537;2.5679749792148296;3.7482883349438396e-10;7.890072709090909;1.4353302738290288;5.020838260650635;0.0948951244354248;35
4;-3;2.362881263601844;2.5492508582834787;3.7482883349438396e-10;7.890072709090909;1.420596796996581;5.736037015914917;0.11805105209350586;35
5;-3;2.2259429024792095;2.520908029227905;3.7482883349438396e-10;7.890072709090909;1.433076925394946;8.289215803146362;0.15005970001220703;35
1;-4;2.4407666031188935;2.611219286543089;0.08318377713618495;7.799163618181819;1.5282443181282033;3.4212398529052734;0.05889320373535156;35
2;-4;2.4089876546355926;2.582642944773749;0.08318377713618495;7.800857468560935;1.485294720273151;4.19480299949646;0.08059096336364746;35
3;-4;2.314869527178815;2.5452528867050006;0.09090909145454695;8.597261798181819;1.418835281347696;6.212983131408691;0.1111757755279541;35
4;-4;2.319376551272655;2.532061489517366;0.09090909145454695;8.597261798181819;1.4162516959930094;6.974511623382568;0.1387615203857422;35
5;-4;2.2109613738172182;2.49916119302007;0.09090909145454695;8.597261798181819;1.4367621169238707;10.080122709274292;0.18073534965515137;35
1;-5;2.3433029121791566;2.5758978759783466;0.08318377713618495;7.799163618181818;1.4890606620889022;4.195112943649292;0.0636148452758789;35
2;-5;2.2899373270628893;2.558887592062462;0.13565891633860686;7.800857468562827;1.4499499392098045;5.043290615081787;0.09119939804077148;35
3;-5;2.291156187328591;2.53558143252372;0.16255492181818454;8.597261798181819;1.4315746450618014;7.236517429351807;0.12572693824768066;35
4;-5;2.3031383841389577;2.5375903672035744;0.16255492181818454;8.597261798181819;1.4320670210319963;8.122087001800537;0.15882492065429688;35
5;-5;2.2453952113409046;2.496730626202155;0.17176713358816975;8.597261798181819;1.4337136805000246;11.656593084335327;0.2074437141418457;35
