N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
1;-1;5.548285477094488;8.122596718492918;0.0;77.21327081564777;8.815324338810179;6.3783299922943115;0.2262575626373291;246
1;-2;5.458827789466651;8.088446570460292;7.450580596923828e-09;78.63202992047145;9.011558226686422;6.124624729156494;0.21048259735107422;246
1;-3;5.293674835174449;7.947612434730962;7.450580596923828e-09;78.63202992047145;8.910595755468199;6.295821905136108;0.20678138732910156;246
1;-4;5.230172501032253;7.8577271373075455;7.450580596923828e-09;78.63202992047145;8.828888256181433;6.449718475341797;0.20483613014221191;246
1;-5;5.239752433927211;7.797105526045891;7.450580596923828e-09;78.63202992047145;8.736784777212124;6.491528749465942;0.1968698501586914;246
N;Ts;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI Time;N#C
1;-1;5.602077077120071;8.436853959300617;0.0;78.63202992047145;9.462708215551709;5.6206214427948;0.19353532791137695;246
1;-1;5.458827789466651;8.020235872303282;0.0;118.94175839470141;9.084817782386024;7.549471139907837;0.22440624237060547;246
1;-1;5.523663667194866;8.18569230362504;0.0;77.21327081564777;8.526253745514326;17.177050828933716;0.27613258361816406;246
1;-1;5.559011022339104;8.176831156489078;0.0;77.21327081564777;8.465640199270549;21.516271114349365;0.34090232849121094;246
1;-1;5.486969308988203;8.214919083452775;0.0;77.21327081564777;8.779820074608558;30.674061059951782;0.40556955337524414;246
1;-1;5.357606268697782;8.302215429099947;0.0;84.83419428779936;9.252206969862435;37.06100130081177;0.48682212829589844;246
