N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL;Clustering Time
-1;0;2.873833301667323;3.135435897684407;0.20530400184740874;8.234759168211601;1.6230315621753293;2.6398744583129883;0.08800649642944336;33;0.22843670845031738
-2;0;2.4721252450466817;2.8555146063893337;0.057897499500004564;8.951825938319297;1.7462104583612952;6.238003492355347;0.09108805656433105;16;0.1722087860107422
-2;1;2.717465107941848;3.1841707004056166;6.66666721826914e-10;10.412476673382157;1.6984497720046017;1.1042149066925049;0.09099912643432617;156;0.3412628173828125
-3;0;2.4374392081322167;2.810188179850938;0.15746166583333565;9.011659510628727;1.8040450868939277;7.758648872375488;0.1055293083190918;10;0.17746877670288086
-3;1;2.46163122810675;2.8829232686620796;0.18384362388283707;8.761021245065853;1.7955840346366534;5.022359848022461;0.09369206428527832;42;0.22923588752746582
-3;2;2.8480063285468207;3.1253412796356144;0.18313578197562272;8.83008764548911;1.6882193963797087;1.9772136211395264;0.1486058235168457;292;0.5755386352539062
-4;0;2.4372111874547837;2.828184110562844;0.25613739164828936;9.011659510628727;1.7780330458342022;9.144137859344482;0.10185909271240234;9;0.18218421936035156
-4;1;2.5021466043611933;2.8493183244391775;0.2432793117100912;9.011659510628727;1.7927167641126514;7.243483543395996;0.09702801704406738;17;0.19652485847473145
-4;2;2.5122578190961375;2.9154600043446575;0.20745672622774053;8.472337356027992;1.7383097366272482;4.600796699523926;0.12100481986999512;90;0.3327674865722656
-4;3;2.8749722267226954;3.180982288497476;0.0;9.851673572382374;1.827046957123512;0.6609807014465332;0.23308467864990234;465;1.0065782070159912
-5;0;2.4774571977387367;2.878388015452383;0.15746166583333565;9.011659510628727;1.7766542712710898;11.656456708908081;0.1122887134552002;6;0.17733192443847656
-5;1;2.4372111874547837;2.8050655449072255;0.0416666666666643;9.011659510628727;1.7717102326333818;9.017419338226318;0.10270929336547852;11;0.1883080005645752
-5;2;2.5401291879641335;2.8504243321258005;0.2517271326177455;9.011659510628727;1.7762913544383252;6.152000904083252;0.10931682586669922;35;0.2480933666229248
-5;3;2.53660926267355;2.8866298501908845;0.0;8.885453123414907;1.6980236472795218;2.5909903049468994;0.14449381828308105;145;0.5050232410430908
