N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL
-1;0;2.6762641413056345;2.9730292391271207;0.36361672008561674;8.37312394331605;1.6241272751000932;3.06575608253479;0.05816364288330078;34
-2;0;2.5409831253914916;2.878947682186107;0.1347117362196893;8.951825938319297;1.7515886149865907;6.357126712799072;0.07256364822387695;16
-2;1;2.8214808996705987;3.070050156187522;0.36361672008561674;7.987834128980074;1.5996828033491393;1.6934010982513428;0.07417869567871094;145
-3;0;2.463944512931867;2.836818367506772;0.145519402247562;9.011659510628727;1.7991035274117302;7.469804525375366;0.07210278511047363;10
-3;1;2.487637109321847;2.8659405861557405;0.14929272346483208;8.754603839447688;1.8340404526097898;5.8834617137908936;0.07557296752929688;36
-3;2;3.160236323745502;3.4307085546052445;0.0;8.959328189291634;1.8769355287972114;1.3519866466522217;0.1291208267211914;293
-4;0;2.4408184316439576;2.8319898469575575;0.0416666666666643;9.011659510628727;1.766216817843368;9.676830530166626;0.08476567268371582;9
-4;1;2.4504196065952852;2.8452256814196386;0.26760638160536004;9.011659510628727;1.7763708809475416;7.945107698440552;0.07963371276855469;13
-4;2;2.5135193840169547;2.8269091348511903;0.0;9.31805841694155;1.6409423332052764;4.384429931640625;0.09988737106323242;85
-4;3;2.792697562586507;3.1068900563531923;0.0;9.232974775865197;1.70520519180272;0.6759424209594727;0.21927309036254883;461
-5;0;2.480361692796908;2.874209051875989;0.15746166583333565;9.011659510628727;1.778548438849313;12.152602434158325;0.0957493782043457;6
-5;1;2.4066334070233593;2.814317411117863;0.0416666666666643;9.011659510628727;1.7837446564032673;9.641700983047485;0.08595514297485352;9
-5;2;2.5849050703427796;2.9816486779406963;0.10026785143416211;9.501777852687535;1.9618240473770308;5.7091734409332275;0.08966875076293945;34
-5;3;2.64676046997356;2.880329358844243;5.7142912624207e-10;8.926471765429769;1.6081779741209634;2.0414786338806152;0.12602519989013672;148
-5;4;3.1824762889025604;3.305387441696159;0.0;10.005322737732403;1.7794966539977453;0.42181897163391113;0.3807060718536377;693
-6;0;2.549229665871362;2.9018260605030255;0.15746166583333565;9.011659510628727;1.7761107384816102;13.288217067718506;0.0977931022644043;6
-6;1;2.4494058658057254;2.8145330407460185;0.14825666466666831;9.011659510628727;1.7783058717842368;11.452530860900879;0.0911705493927002;7
-6;2;2.4100336072267052;2.7906522965378957;0.14551940173556746;9.011659510628727;1.7931044796854634;8.72303318977356;0.09149909019470215;16
-6;3;2.580244540315711;2.866617856670478;0.11178256012228047;8.354840077706577;1.6398562506354677;4.75115180015564;0.10479998588562012;59
-6;4;2.613251239033432;2.914144637083619;0.0;8.616899430489363;1.6536180863078296;1.921849012374878;0.206589937210083;243
-6;5;2.9618553115669384;3.190219484837451;0.0;9.157622104829015;1.8449171283764016;0.3339364528656006;0.6761295795440674;1042
-7;0;2.5670150711135395;2.92059103296245;0.15746166583333565;9.011659510628727;1.7760769901587001;15.29355502128601;0.09953570365905762;4
-7;1;2.55650433882745;2.9067660958886052;0.15746166583333565;9.011659510628727;1.7877876444411196;12.929661273956299;0.09661078453063965;6
-7;2;2.55650433882745;2.899917595238506;0.15746166583333565;9.011659510628727;1.7810176283104946;10.820061445236206;0.09190034866333008;7
-7;3;2.5252353317305136;2.884178801513985;0.16642894840511627;9.021314484170011;1.7606980430579076;6.860091924667358;0.09603047370910645;27
-7;4;2.4494058658057254;2.8173434239531336;0.07507082356021626;8.875650589534644;1.7438248639625045;4.049100637435913;0.13848090171813965;92
-7;5;2.769550944771809;3.0472259271005697;0.0;9.792500886663532;1.7259386117484194;1.1618297100067139;0.34421443939208984;375
-7;6;2.9192917556089784;3.1442031520539855;0.0;10.412476670634522;1.945300141303614;0.2668623924255371;1.016160249710083;1330
-8;0;2.545197224314813;2.9091214016839433;0.15746166583333565;9.011659510628727;1.7738222064087363;17.614869356155396;0.10786938667297363;4
-8;1;2.5776325702792757;2.924572154275106;0.15746166583333565;9.011659510628727;1.779230260692929;13.907495975494385;0.10346508026123047;6
-8;2;2.480361692796908;2.8453551033525106;0.15746166583333565;9.011659510628727;1.7633385185067327;11.330514669418335;0.09613680839538574;7
-8;3;2.593388727209767;2.907346807126173;0.15746166583333565;8.716915566777729;1.7431867568868091;8.288401126861572;0.09878301620483398;17
-8;4;2.587055202062852;2.9120977654622044;0.08333333333333126;9.048962370413033;1.7571462848709374;4.948749303817749;0.1196894645690918;49
-8;5;2.5944063751065713;2.924376934619191;0.07412833250000261;9.55625920157012;1.7609791816439953;2.313814640045166;0.20737576484680176;155
-8;6;2.5555403618079002;2.9632186729834094;0.0;8.014328066305472;1.7742470124036678;0.6429779529571533;0.5516936779022217;544
-8;7;4.408531237990745;4.411822167977912;0.0;12.115587728821126;2.1990030313924054;0.1812272071838379;1.4300334453582764;1620
-9;0;2.562319479153577;2.917872068315118;0.15746166583333565;9.011659510628727;1.7741054128766967;18.33788561820984;0.10979461669921875;3
-9;1;2.545090587565133;2.88978178598574;0.15746166583333565;9.011659510628727;1.776104316775849;15.631942987442017;0.10853838920593262;5
-9;2;2.5835837792574345;2.933345485212083;0.15746166583333565;9.011659510628727;1.7873868045276375;12.484619855880737;0.1009981632232666;6
-9;3;2.5472209146937703;2.8828880058613198;0.1087691669999976;8.716915566777729;1.7740054113850345;9.108708143234253;0.1001741886138916;11
-9;4;2.578024717641219;2.8722041590089025;0.08333333333333126;8.462407495964273;1.7017270237425546;6.3402931690216064;0.10858821868896484;25
-9;5;2.576718962755481;2.9710150061884986;0.16342071481668308;9.324459878087335;1.7722937400407348;3.5403220653533936;0.15157628059387207;78
-9;6;2.770085503539804;3.090761641203993;0.12500000000000178;9.086727676640491;1.772018865863373;1.7955796718597412;0.3149387836456299;234
-9;7;4.1647534676985885;4.108603882950599;0.0;9.479531132512319;2.0373706095307123;0.4784090518951416;0.7979018688201904;705
-9;8;3.8322705610933663;4.041635757529189;0.0;11.835199874627936;2.2817198663403926;0.17394304275512695;1.9131278991699219;1862
-10;0;2.556830160804183;2.915095327548579;0.15746166583333565;9.011659510628727;1.7743685251789114;19.656886100769043;0.12047410011291504;3
-10;1;2.5776325702792757;2.931094690716715;0.15746166583333565;9.011659510628727;1.773285797939095;17.409592151641846;0.1068878173828125;3
-10;2;2.57002767963352;2.9236114877086217;0.15746166583333565;9.011659510628727;1.7890043347536444;13.93494176864624;0.10487675666809082;6
-10;3;2.575537873197867;2.910983230799725;0.15746166583333565;8.716915566777729;1.7754852094704996;11.152211904525757;0.10820364952087402;8
-10;4;2.6807672454213076;2.924579078681212;0.15746166583333565;9.011659510628727;1.7555954612103815;8.561216831207275;0.11194515228271484;18
-10;5;2.5560570095963056;2.9402904057214903;0.15746166583333565;9.156779457940383;1.7286288532252065;5.889862775802612;0.1326148509979248;42
-10;6;2.7648712164953526;2.9848430414612217;0.08333333333333126;8.577258050605483;1.70131732472143;2.9664344787597656;0.20217299461364746;106
-10;7;3.7769357731479065;3.7594990263899755;0.0;9.344960747635268;1.8534881148650855;1.2694988250732422;0.4704277515411377;324
-10;8;3.685105730601058;3.7338906583559086;0.0;9.697242238759983;1.9201011359492048;0.35378479957580566;1.1571393013000488;923
-10;9;5.005828036111267;5.184089161549201;0.0;11.82808644632459;2.1358387523148927;0.15697336196899414;2.4999773502349854;2114
-11;0;2.55650433882745;2.9178867298831412;0.15746166583333565;9.011659510628727;1.773181112398036;21.268227577209473;0.12488818168640137;3
-11;1;2.55650433882745;2.9138259339654238;0.15746166583333565;9.011659510628727;1.7749488620614975;19.484883785247803;0.11436080932617188;3
-11;2;2.55650433882745;2.9111372117398235;0.15746166583333565;9.011659510628727;1.7820962167741228;16.664969205856323;0.11002063751220703;4
-11;3;2.580767217673733;2.9280631209319736;0.15746166583333565;9.011659510628727;1.7736380525494422;12.508251905441284;0.1080770492553711;7
-11;4;2.563160141986402;2.8860724561691633;0.13043283292751853;9.250649069711175;1.7571087398844152;9.898536682128906;0.11032342910766602;11
-11;5;2.6112066283153688;2.8719768660914533;0.11178256027719796;9.011659510628727;1.7261561209661762;7.306215286254883;0.12357592582702637;27
-11;6;2.737348488187291;2.9735880336035976;0.08333333300000056;9.011659510628727;1.715883542839408;5.030686855316162;0.19186782836914062;74
-11;7;3.5061908578195866;3.597544415636403;0.2354847700261102;8.978644732045149;1.690309717337439;2.7401390075683594;0.3194847106933594;167
-11;8;3.4025122656769384;3.511138864419031;0.1412308339166657;9.479531134398599;1.7009166066382009;1.1650536060333252;0.7105605602264404;446
-11;9;4.660424203830365;4.655941724880606;0.0;11.153755059249804;2.0632041016702107;0.38949155807495117;1.6083474159240723;1125
-11;10;5.753550396519062;5.880429984955281;0.0;13.252074260877972;2.543991118905151;0.1805722713470459;3.0929322242736816;2274
-12;0;2.549229665871362;2.9130576342209307;0.15746166583333565;9.011659510628727;1.7733008824789183;22.371522665023804;0.12287378311157227;3
-12;1;2.545090587565133;2.920532181130359;0.15746166583333565;9.011659510628727;1.773760192579022;19.250315189361572;0.11347365379333496;3
-12;2;2.518458258642468;2.8901087613896537;0.15746166583333565;9.011659510628727;1.7817899557716117;18.550528526306152;0.11594557762145996;4
-12;3;2.557175133326126;2.9150037057810785;0.15746166583333565;9.011659510628727;1.7727161939193945;14.878575801849365;0.11542582511901855;6
-12;4;2.6020512176675163;2.9331487256468933;0.15746166583333565;9.021314484170011;1.7704945099889946;11.307749271392822;0.11226081848144531;8
-12;5;2.5183586132397675;2.8044518865214894;0.10509950546034116;8.98370357672311;1.7195876362601852;7.896513223648071;0.12067317962646484;20
-12;6;2.5397119051507357;2.8482134752249464;0.08393723260395934;8.648044422603581;1.7277755731246736;6.428262948989868;0.16002655029296875;44
-12;7;3.318753289939823;3.5891550246397506;0.15392214420934455;8.903549262970554;1.8228108382713701;3.4587879180908203;0.2606801986694336;111
-12;8;3.1570607171591267;3.40722422130016;0.1618082222670516;9.479531134398599;1.7588731752713498;2.4108388423919678;0.4750654697418213;243
-12;9;4.331731291485504;4.259116489683582;0.0;9.825658719330475;1.797174930034299;0.7535037994384766;0.9955403804779053;589
-12;10;5.094907908165972;5.444080743838388;0.2508357690065772;14.93995246679394;2.6367637664585395;0.39069437980651855;2.0795483589172363;1327
-12;11;7.162233251816104;7.20847541371706;0.0;15.095703247430329;2.764900252235864;0.20185232162475586;3.6724863052368164;2411
-13;0;2.549229665871362;2.9125294371199444;0.15746166583333565;9.011659510628727;1.7733294797914936;22.98704218864441;0.12221097946166992;3
-13;1;2.545197224314813;2.912776706012401;0.15746166583333565;9.011659510628727;1.7738631059919365;20.271258115768433;0.11792516708374023;3
-13;2;2.5670150711135395;2.9286043606419656;0.15746166583333565;9.011659510628727;1.7710418867200959;19.85363507270813;0.11578106880187988;3
-13;3;2.549229665871362;2.900562116155937;0.15746166583333565;9.011659510628727;1.7671867917190025;14.824562788009644;0.1175086498260498;6
-13;4;2.564362757904705;2.914515050339819;0.15746166583333565;9.011659510628727;1.7818173209064998;13.450682878494263;0.11658477783203125;7
-13;5;2.524287881468802;2.9062566371197645;0.15746166583333565;9.021314484170011;1.7481951981274222;9.441972970962524;0.12265682220458984;15
-13;6;2.6582635827834538;2.879713560471826;0.05013392482497054;9.117760105010717;1.727487732936835;7.601623296737671;0.154449462890625;34
-13;7;2.9753330129951037;3.2451094271703353;0.29869249900000217;8.702244295906922;1.797276472623241;4.9495849609375;0.20870184898376465;70
-13;8;3.069203072643231;3.318674793225312;0.07872660312925847;8.831173748535782;1.726234938403261;2.9242281913757324;0.3652808666229248;158
-13;9;4.0671383493920015;4.052170210580001;0.5180054772357241;10.982725138000399;1.7909250371115484;1.9458205699920654;0.6758644580841064;333
-13;10;4.702993874722814;4.7112108004595;5.000018177270249e-10;13.589188975746442;2.201959227348449;0.805570125579834;1.3809564113616943;751
-13;11;6.281678912321033;6.500289348029522;0.0;14.51667290173008;2.6148631945254297;0.35415172576904297;2.613380193710327;1519
-13;12;6.737157518541834;6.890297906904501;0.4149134551721902;16.309166252641898;2.4400273023375405;0.2084965705871582;4.1428916454315186;2463
