N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL
N;P;Median;Average;Minimum;Maximum;Standard Deviation;KNN Time;CI TIme;N#CL
-3;0;2.4661675088078403;2.845250184869282;0.1201137176202907;9.22104323042045;1.833972465184395;7.311768531799316;0.09700822830200195;10
-3;1;2.473328603818932;2.931096013776291;0.085147815238102;18.478254351771902;2.032053300463608;5.368898391723633;0.08794879913330078;36
-3;2;7.112036051786765;11.129935354814977;0.1951176471247298;30.566564731308727;9.091485161074305;1.2482450008392334;0.15694093704223633;293
-4;0;2.441003246493307;2.855174388652913;0.1201137176202907;9.22104323042045;1.8068385466045258;8.826866626739502;0.1129767894744873;9
-4;1;2.4385211617294775;2.8549859913255893;0.1201137176202907;9.22104323042045;1.7982956183129413;8.171269178390503;0.1139688491821289;13
-4;2;2.511459187877879;3.201826920770619;0.1201137176202907;28.861229643611647;2.786642464061347;4.451431751251221;0.14493942260742188;85
-4;3;3.80528990837246;7.917894008428407;0.05750124819260311;29.093694996090882;7.998788969758786;0.6105890274047852;0.2868797779083252;461
-5;0;2.473328603818932;2.892020701892508;0.1201137176202907;9.22104323042045;1.8193921757538207;11.737203121185303;0.1319873332977295;6
-5;1;2.3957304371449766;2.8320396606318603;0.09755882306362587;9.22104323042045;1.823068247285422;9.598397254943848;0.13201022148132324;9
-5;2;2.5454994204201786;3.063905842810144;0.1201137176202907;11.277615135657088;2.153330993397116;5.582737922668457;0.11698246002197266;34
-5;3;2.7273588030931775;3.8922190229211435;0.08662698150596546;24.037318993471516;4.207752727059111;1.859860897064209;0.16993427276611328;148
-5;4;5.195939990332337;9.07850995913513;0.3981922542105614;30.488621927988675;7.96646477158016;0.4137074947357178;0.46077632904052734;693
-6;0;2.5276206934872514;2.9252940793629048;0.1201137176202907;9.22104323042045;1.8287522079244818;12.14396858215332;0.11999177932739258;6
-6;1;2.4494806743350823;2.8304206816670803;0.1201137176202907;9.22104323042045;1.8136931786269817;10.470886468887329;0.12291955947875977;7
-6;2;2.4168328861622665;2.8241176293105372;0.1201137176202907;9.22104323042045;1.866108261313306;7.959424257278442;0.11193609237670898;16
-6;3;2.540556315945932;3.0284360708809057;0.12775149723582505;27.250580950123027;2.584836726802938;4.331542730331421;0.14288115501403809;59
-6;4;2.792334426797198;3.883314612314037;0.09755882381173213;27.459097586277128;4.072295056735113;1.7369976043701172;0.28183698654174805;243
-6;5;12.07487409533985;12.069921071398454;0.4784534947953507;30.453104859090224;9.058854314944364;0.34899115562438965;1.1731319427490234;1042
-7;0;2.540556315945932;2.9342581108104784;0.1201137176202907;9.22104323042045;1.8309709210030876;13.968812227249146;0.13809442520141602;4
-7;1;2.540556315945932;2.9386448941865955;0.1201137176202907;9.22104323042045;1.8746547463886607;11.79312014579773;0.12802362442016602;6
-7;2;2.514432940452654;2.9540414032441937;0.1201137176202907;9.22104323042045;1.8814673117116947;10.172098159790039;0.1209726333618164;7
-7;3;2.4695003752845324;2.9153685608507396;0.186766537297812;9.127558623513325;1.8434581894256332;6.268419027328491;0.138899564743042;27
-7;4;2.452901224491918;3.0498860629298856;0.09287889843951758;22.941524500072145;2.618010367666953;4.027653932571411;0.21591949462890625;92
-7;5;3.253822009398113;6.106029919528706;0.08714490909427364;29.061645908194468;6.727256688386175;1.1902835369110107;0.5786948204040527;375
-7;6;13.45253750588263;13.387768677923802;0.32998379211589646;30.756753264707093;9.233130940624033;0.2593710422515869;1.2627558708190918;1330
-8;0;2.5276206934872514;2.9451361487544707;0.1201137176202907;9.22104323042045;1.8320009712160072;16.263434886932373;0.1302049160003662;4
-8;1;2.5585420792830575;2.976273747971959;0.1201137176202907;9.22104323042045;1.8834134936449582;12.91183853149414;0.12691926956176758;6
-8;2;2.469269352342744;2.851291586515743;0.1201137176202907;9.22104323042045;1.8209990241543368;10.278046131134033;0.11297798156738281;7
-8;3;2.5722548832201566;2.940636546315873;0.1201137176202907;8.814801377305091;1.8099323676053327;7.692570924758911;0.10595440864562988;17
-8;4;2.5577992740274613;2.9244015635058975;4.761950833686959e-10;8.99170513026261;1.8220691975005063;4.654297113418579;0.16492891311645508;49
-8;5;2.669420547057013;3.595500344784292;0.08471809428571753;24.684215782406334;3.4380195088276784;2.1157290935516357;0.2599213123321533;155
-8;6;3.421105454849669;7.053273516025712;0.08471809447619272;29.027433600742366;7.7458720116478235;0.5906562805175781;0.7085771560668945;544
-8;7;14.786963855701629;14.07352200188486;0.130218613765825;31.279442932910662;8.489158310972048;0.18675637245178223;1.8670430183410645;1620
-9;0;2.541247070983765;2.940348408264087;0.1201137176202907;9.22104323042045;1.8244421779711661;17.29975914955139;0.1332225799560547;3
-9;1;2.500647269968966;2.922122094569055;0.1201137176202907;9.22104323042045;1.8347796494747366;14.437621116638184;0.14197993278503418;5
-9;2;2.544371036966961;2.9850768788029707;0.1201137176202907;9.22104323042045;1.8942099533164123;11.550239086151123;0.12703680992126465;6
-9;3;2.506805507511976;2.8918401728947147;0.11459183049307589;8.842098496693776;1.8048885940434685;8.693811655044556;0.14493322372436523;11
-9;4;2.5676713250952288;2.9049738570485517;0.08714490825811103;8.901933243512952;1.8015631512654922;5.909533262252808;0.1619880199432373;25
-9;5;2.6601910375556237;3.15575285587147;0.07668857180952143;11.801316394430769;2.0707526106204717;3.3708715438842773;0.19605398178100586;78
-9;6;3.1528491663924685;4.788855934935914;0.20864162899014377;29.24025332410304;5.148452518448148;1.7029345035552979;0.411862850189209;234
